profile_name,rating,review_topic,time_place,color,review_text,model_phone,aspect,sentiment,aspect_text,review_score
heinrich,2.0 out of 5 stars,information technology,reviewed germany august,black,description german mobile phone nfc payment option according samsung possible cell phone manufactured panama,samsung a14 5g,software,neutral,software description german mobile phone nfc payment option according samsung possible cell phone manufactured panama,3
samantha,4.0 out of 5 stars,phone,reviewed united state january,service provider verizoncolor pinksize gb,got phone day earlier suppose phone battery prepaid verizon going go verizon store try get turned phone old phone sim card transferred messed dont know think disactivated sim clicking something popped possibly word isnt easy everyone made seem transfer sim card automatically turn came wrapped love phone work great much needed upgrade,iphone 13,battery,positive,battery got phone day earlier suppose phone battery prepaid verizon going go verizon store try get turned phone old phone sim card transferred messed dont know think disactivated sim clicking something popped possibly word isnt easy everyone made seem transfer sim card automatically turn came wrapped love phone work great much needed upgrade,5
niels,5.0 out of 5 stars,unknown,reviewed belgium april,size gbcolor milk,best android brand imo fast unnecessary bloatware,nothing 2a,performance,positive,performance best android brand imo fast unnecessary bloatware,5
meinardo martinez,5.0 out of 5 stars,report,reviewed united state december,size gbstyle green,translate review english,oneplus 12.csv,other,neutral,other translate review english,3
nicol,5.0 out of 5 stars,great phone,reviewed italy december,black,proof even sell little great phone,samsung a14 5g,other,positive,other proof even sell little great phone,5
denia castro,3.0 out of 5 stars,report,reviewed united state may,service provider unlockedcolor white titaniumsize gb,translate review english,iphone 15 pro,other,neutral,other translate review english,3
brayan vega,5.0 out of 5 stars,kept promise,reviewed united state march,service provider unlockedcolor black titaniumsize gb,im happy purchase first iphone first purchase renewed product arrived good battery life visible scratch cosmetic issue camera work perfectly face id work without problem short flawless box included usb cable pretty poor everything else perfect,iphone 15 pro,battery,positive,battery im happy purchase first iphone first purchase renewed product arrived good battery life visible scratch cosmetic issue camera work perfectly face id work without problem short flawless box included usb cable pretty poor everything else perfect,5
martn,5.0 out of 5 stars,super cell phone updated newest version operating system,reviewed mexico june,black global rom,good impression seller cell phone came light adapter cell sealed happy new cell would buy seller,poco m6 pro,other,positive,other good impression seller cell phone came light adapter cell sealed happy new cell would buy seller,5
ana,5.0 out of 5 stars,report,reviewed united state march,color titanium silverbluesize gbstyle ultrapattern name phone,translated spanish amazon,samsung s24,other,neutral,other translated spanish amazon,3
oliho,3.0 out of 5 stars,lot mistake,reviewed germany december,black,retrospect im disappointed phone price much better,samsung a14 5g,price,negative,price retrospect im disappointed phone price much better,1
synepdx,3.0 out of 5 stars,problem screen worth returned,reviewed united state may,service provider unlockedcolor black titaniumsize gb,appeared screen replaced properly seated screen raised mm made question quality repair quality replacement screen whether seal affixed properly screen protector would worse decided risk returned itemfor extra better go premium renewed amazon ended buying via item listing like new issue,iphone 15 pro,screen,neutral,screen appeared screen replaced properly seated screen raised mm made question quality repair quality replacement screen whether seal affixed properly screen protector would worse decided risk returned itemfor extra better go premium renewed amazon ended buying via item listing like new issue,3
sr,1.0 out of 5 stars,untrustworthy,reviewed italy july,black,broke second conviction week,samsung a14 5g,other,neutral,other broke second conviction week,3
robert newton,5.0 out of 5 stars,nice phone,reviewed united state april,color titanium silverbluesize gbstyle ultrapattern name phone,great camera easy use,samsung s24,camera,positive,camera great camera easy use,5
yvonne kochendrfer,4.0 out of 5 stars,expected,reviewed germany august,blue global rom,apparently insert sim card doesnt work esim also possible otherwise good picture plenty storage space fast charging work like still take minute,poco m6 pro,battery,positive,battery apparently insert sim card doesnt work esim also possible otherwise good picture plenty storage space fast charging work like still take minute,5
domi,3.0 out of 5 stars,good price,reviewed italy march,black,cell phone arrives right even cable charge,samsung a14 5g,battery,positive,battery cell phone arrives right even cable charge,5
adam,1.0 out of 5 stars,doesnt work carry say,reviewed united state april,size gbcolor milk,might good phone would never know since lied carrier work phone,nothing 2a,other,positive,other might good phone would never know since lied carrier work phone,5
dustin lane,5.0 out of 5 stars,fantastic phone price,reviewed united state february,size gbstyle green,oneplus switched pixel pro thinking would better phone suffice say wrong oneplus keep level quality never switch another brand againcompared oneplus better camerasfaster cpubrighter displaycharges bit fasterbuild feel premiumcompared pixel procpu even realm oneplus doesnt get hot unless youre really pushing long period much raw horsepowersimilar level premium build quality feel comfortable hand due curved edgeswayyyyyy faster charging make huge difference use phone heavily day work personal use able boost charge quickly game changer pixel take h fully charge time even good chargerscamera quality roughly compared telephoto photo x pixel x detail close photographer prefer natural look get oneplusprice one obvious oneplus definitely win heresoftware good oneplus better ever actually pixel couple benefit thanks ai personally never used cant really compare oneplus animation feel fluid pleasing thoughill update run issue far software roughly stable pixel complains hope phone continues work well nowi strongly recommend anyone except require spen extra money spend reason,oneplus 12.csv,battery,positive,battery oneplus switched pixel pro thinking would better phone suffice say wrong oneplus keep level quality never switch another brand againcompared oneplus better camerasfaster cpubrighter displaycharges bit fasterbuild feel premiumcompared pixel procpu even realm oneplus doesnt get hot unless youre really pushing long period much raw horsepowersimilar level premium build quality feel comfortable hand due curved edgeswayyyyyy faster charging make huge difference use phone heavily day work personal use able boost charge quickly game changer pixel take h fully charge time even good chargerscamera quality roughly compared telephoto photo x pixel x detail close photographer prefer natural look get oneplusprice one obvious oneplus definitely win heresoftware good oneplus better ever actually pixel couple benefit thanks ai personally never used cant really compare oneplus animation feel fluid pleasing thoughill update run issue far software roughly stable pixel complains hope phone continues work well nowi strongly recommend anyone except require spen extra money spend reason,5
nicol,5.0 out of 5 stars,great phone,reviewed italy december,black,proof even sell little great phone,samsung a14 5g,other,positive,other proof even sell little great phone,5
hessen eisbr,5.0 out of 5 stars,mobile phone case,reviewed germany december,black,everything order,samsung a14 5g,other,neutral,other everything order,3
ritati ioane kuraotio,5.0 out of 5 stars,iphone pro work great satisfied,reviewed united state april,service provider unlockedcolor black titaniumsize gb,iphone pro amazing work flawlessly incredible display fast performance fantastic camera charger work perfectly everything arrived great condition overall im satisfied purchase would definitely recommend phone others,iphone 15 pro,battery,positive,battery iphone pro amazing work flawlessly incredible display fast performance fantastic camera charger work perfectly everything arrived great condition overall im satisfied purchase would definitely recommend phone others,5
heinz denis,1.0 out of 5 stars,scrap,reviewed germany february,black,phone delivered without nfc supplier refuse change anything cell phone useless,samsung a14 5g,other,negative,other phone delivered without nfc supplier refuse change anything cell phone useless,1
jesus saved,3.0 out of 5 stars,return,reviewed united state june,size gbstyle green,loved oneplus looked felt particular unit worrying behavior made lose confidence itfirst ran warm box even anythingsecond battery charge lost single digit every minute used regardless display brightness level mobile data mode hasnt happened new phonethird even though set battery stop charging regardless notifying stopped still kept charging battery way disregarded battery charging limit else would disregardfourth camera quality left lot desired term sharpness detail especially raw formati oneplus although camera older sensor arent good oneplus difficult light situation picture look sharper detailed mean actual definition appearance false detaili decided return amazon since unit clearly flawed factory saddened phone looked beautiful upscale felt niceperformancewise snapdragon gen chipset amazingly powerful almost dmark wild life extreme something never seen exceeded leaderboard score,oneplus 12.csv,battery,positive,battery loved oneplus looked felt particular unit worrying behavior made lose confidence itfirst ran warm box even anythingsecond battery charge lost single digit every minute used regardless display brightness level mobile data mode hasnt happened new phonethird even though set battery stop charging regardless notifying stopped still kept charging battery way disregarded battery charging limit else would disregardfourth camera quality left lot desired term sharpness detail especially raw formati oneplus although camera older sensor arent good oneplus difficult light situation picture look sharper detailed mean actual definition appearance false detaili decided return amazon since unit clearly flawed factory saddened phone looked beautiful upscale felt niceperformancewise snapdragon gen chipset amazingly powerful almost dmark wild life extreme something never seen exceeded leaderboard score,5
gabriel gordillo,3.0 out of 5 stars,people found helpful,reviewed united state june,color ocean teal global rom,description article mention box come wall adapter charger european type case adapter also mention includes car charger nothing box obviously affect item affect disappointment promise thing false better purchase option work metropcs bytmobil cell phone nice liked camera good quality photo video feel difference ram memory fast process apps price excellent product,redmi note 13 pro,battery,positive,battery description article mention box come wall adapter charger european type case adapter also mention includes car charger nothing box obviously affect item affect disappointment promise thing false better purchase option work metropcs bytmobil cell phone nice liked camera good quality photo video feel difference ram memory fast process apps price excellent product,5
charles jones,5.0 out of 5 stars,love,reviewed united state april,size gbstyle black,best phone ive ever owned ive many glad bought,oneplus 12.csv,other,positive,other best phone ive ever owned ive many glad bought,5
keila,4.0 out of 5 stars,iphone review,reviewed united state may,service provider unlockedcolor natural titaniumsize gb,battery health came month use come isnt much difference im ok phone look work like new phone however dont know charging cable charging port doesnt work whenever plug cable doesnt charge automatically play overall good phone price,iphone 15 pro,battery,positive,battery battery health came month use come isnt much difference im ok phone look work like new phone however dont know charging cable charging port doesnt work whenever plug cable doesnt charge automatically play overall good phone price,5
heinrich,2.0 out of 5 stars,information technology,reviewed germany august,black,description german mobile phone nfc payment option according samsung possible cell phone manufactured panama,samsung a14 5g,software,neutral,software description german mobile phone nfc payment option according samsung possible cell phone manufactured panama,3
steve flores,5.0 out of 5 stars,definitely worth,reviewed united state april,service provider unlockedcolor natural titaniumsize gb,thought would scratch ding even though bought excellent condition version reading lot review arrived surprised find absolutely scratch front back phone look brand new like came original packaging also really surprised see battery health cycle would absolutely recommend anyone pay attention bad review phone definitely worth price,iphone 15 pro,battery,positive,battery thought would scratch ding even though bought excellent condition version reading lot review arrived surprised find absolutely scratch front back phone look brand new like came original packaging also really surprised see battery health cycle would absolutely recommend anyone pay attention bad review phone definitely worth price,5
marco,1.0 out of 5 stars,software issue,reviewed italy april,black,every minute reactivated app optimization practically unusable returned,samsung a14 5g,other,neutral,other every minute reactivated app optimization practically unusable returned,3
consorzio c,1.0 out of 5 stars,description g shipping g,reviewed italy november,black,description article well specified detailed lot photo model g cell phone arrived g,samsung a14 5g,camera,positive,camera description article well specified detailed lot photo model g cell phone arrived g,5
tatta duhende,4.0 out of 5 stars,manage expectation,reviewed united state march,service provider unlockedcolor blue titaniumsize tb,far good phone arrived packaged well good condition ahead schedule reason give five star couple bubble screen protector installed refurbishing company screen minor scratch battery capacity new good enough keep phone power hour happy highly recommend,iphone 15 pro,battery,positive,battery far good phone arrived packaged well good condition ahead schedule reason give five star couple bubble screen protector installed refurbishing company screen minor scratch battery capacity new good enough keep phone power hour happy highly recommend,5
preke,5.0 out of 5 stars,good phone,reviewed united state april,color aurora purple global rom,wow realy fall love phone beautifull phone work great camera perfect love love loveee iitttt highly recommend,redmi note 13 pro,camera,positive,camera wow realy fall love phone beautifull phone work great camera perfect love love loveee iitttt highly recommend,5
elena rosati,5.0 out of 5 stars,everything perfect,reviewed italy april,black,everything perfect,samsung a14 5g,other,positive,other everything perfect,5
nicola mega,1.0 out of 5 stars,product working,reviewed italy august,black,cell phone problem camera,samsung a14 5g,camera,neutral,camera cell phone problem camera,3
brooklyngrado,4.0 out of 5 stars,another smartphone like others,reviewed united state november,color ocean teal,typical smartphone option would think good phone good picture taker also good listening music said might need invest earbuds great capability surely enhance experience sensitive get change arrangement even lowering touch option price right product,redmi note 13 pro,camera,positive,camera typical smartphone option would think good phone good picture taker also good listening music said might need invest earbuds great capability surely enhance experience sensitive get change arrangement even lowering touch option price right product,5
ol,4.0 out of 5 stars,work great battery health,reviewed united state september,service provider unlockedcolor white titaniumsize gb,compared review seems like phone one wasnt even battery health arrived first use one year prior comparison model iphone pro bought new still battery health month apparently amazon requires battery health consider phone excellent refurbished conditionotherwise phone work great look closely spot imperfection tiny tiny scratch easily get covered phone case,iphone 15 pro,battery,positive,battery compared review seems like phone one wasnt even battery health arrived first use one year prior comparison model iphone pro bought new still battery health month apparently amazon requires battery health consider phone excellent refurbished conditionotherwise phone work great look closely spot imperfection tiny tiny scratch easily get covered phone case,5
diego vallejo,5.0 out of 5 stars,excellent product,reviewed united state may,service provider unlockedcolor natural titaniumsize gb,excellent product,iphone 15 pro,other,positive,other excellent product,5
edgar,3.0 out of 5 stars,without charging adapter,reviewed mexico may,black global rom,cell phone good didnt power adapter,poco m6 pro,battery,positive,battery cell phone good didnt power adapter,5
victor diaz,4.0 out of 5 stars,good cell nice camara light weight,reviewed united state january,color ocean teal,good camara nice video also,redmi note 13 pro,other,positive,other good camara nice video also,5
phone exactly looking gorgeous functional totally recommend find oneplus little bit pricey would pick another oneplus phone day week,5.0 out of 5 stars,excellent phone,reviewed united state february,size gbstyle green,phone exactly looking gorgeous functional totally recommend find oneplus little bit pricey would pick another oneplus phone day week,oneplus 12.csv,design,positive,design phone exactly looking gorgeous functional totally recommend find oneplus little bit pricey would pick another oneplus phone day week,5
ivan,5.0 out of 5 stars,report,reviewed united state march,service provider unlockedcolor natural titaniumsize gb,translate review english,iphone 15 pro,other,neutral,other translate review english,3
jay,5.0 out of 5 stars,battery health amazon renewed,reviewed united state march,service provider unlockedcolor black titaniumsize gb,wanted phone usb c didnt want pay full price iphone pro found good price pro immediately snatched itsuper impressed speed thing upgraded pro there less noticeable jitterlag faster loading speed performance difference slight appreciated play lot pokemon go open much fasterthe renewed model came third party charging cable seemed charge device fast using watt charger plug phone absolutely scratch there super subtle marking side show previous owner phone case overall agree classified excellent renewed condition amazon labeled ascamera quality worth noting tend take quick pic random stuff every day photo look good even though dont put much effort taking great picture coming lensesi phone month still battery health came hoping maintain throughout year,iphone 15 pro,battery,positive,battery wanted phone usb c didnt want pay full price iphone pro found good price pro immediately snatched itsuper impressed speed thing upgraded pro there less noticeable jitterlag faster loading speed performance difference slight appreciated play lot pokemon go open much fasterthe renewed model came third party charging cable seemed charge device fast using watt charger plug phone absolutely scratch there super subtle marking side show previous owner phone case overall agree classified excellent renewed condition amazon labeled ascamera quality worth noting tend take quick pic random stuff every day photo look good even though dont put much effort taking great picture coming lensesi phone month still battery health came hoping maintain throughout year,5
ricardo harris,5.0 out of 5 stars,best nothing,reviewed united state february,size gbstyle black,arent enough word describe share elegance beauty phone nothing short superb every way put phone several test passed every one flying color battery one strong point amazing phone battery charge whopping minute dead heard phone think might arguably best phone period oneplus really stepped game time curious see coming month year competition samsung google apple bring table dethrone oneplus price point awesome feature get phone oneplus take crown,oneplus 12.csv,battery,positive,battery arent enough word describe share elegance beauty phone nothing short superb every way put phone several test passed every one flying color battery one strong point amazing phone battery charge whopping minute dead heard phone think might arguably best phone period oneplus really stepped game time curious see coming month year competition samsung google apple bring table dethrone oneplus price point awesome feature get phone oneplus take crown,5
lucky,1.0 out of 5 stars,thinking better,reviewed italy october,black,equipped nfc internet data connection often slow work turned inefficient returned serious punctual seller issued return immediately,samsung a14 5g,performance,negative,performance equipped nfc internet data connection often slow work turned inefficient returned serious punctual seller issued return immediately,1
sr,1.0 out of 5 stars,untrustworthy,reviewed italy july,black,broke second conviction week,samsung a14 5g,other,neutral,other broke second conviction week,3
amazon kunde,1.0 out of 5 stars,smartphone nfc function,reviewed germany september,black,delivered device nfc function although stated technical specification,samsung a14 5g,other,neutral,other delivered device nfc function although stated technical specification,3
diego malva,5.0 out of 5 stars,unknown,reviewed mexico december,size gbcolor black,really like phone besides make special rear light ram memory gb make fluid gb external memory make cell phone good space store photo video audio etc,nothing 2a,camera,positive,camera really like phone besides make special rear light ram memory gb make fluid gb external memory make cell phone good space store photo video audio etc,5
julio cesar di salvo,5.0 out of 5 stars,report,reviewed united state july,color ocean teal,excellent needed work outside usa buy global version,redmi note 13 pro,other,positive,other excellent needed work outside usa buy global version,5
cliente amazon,1.0 out of 5 stars,nonitalian product therefore without nfc,reviewed italy october,black,although declared italian origin true verified imei code samsung panamanian origin product origin nfcfree italian one,samsung a14 5g,other,positive,other although declared italian origin true verified imei code samsung panamanian origin product origin nfcfree italian one,5
mariow,5.0 out of 5 stars,like brand new,reviewed united state may,service provider unlockedcolor black titaniumsize gb,excellent product condition new battery real without detail buy another one soon excellent product three month since purchase without inconvenience recommended,iphone 15 pro,battery,positive,battery excellent product condition new battery real without detail buy another one soon excellent product three month since purchase without inconvenience recommended,5
giuseppe valguarnera,5.0 out of 5 stars,fast delivery,reviewed italy april,black,cell phone great value money,samsung a14 5g,price,positive,price cell phone great value money,5
julius manono,5.0 out of 5 stars,battery good,reviewed united state april,service provider unlockedcolor black titaniumsize gb,battery drain day,iphone 15 pro,battery,neutral,battery battery drain day,3
ramey,1.0 out of 5 stars,phone dont work u,reviewed united state september,size gbcolor black,purchased nothing phone service horrible contacted seller informed sell international version dont work well u even though sell u unfortunately outside day window im stuck nonworking phone,nothing 2a,other,negative,other purchased nothing phone service horrible contacted seller informed sell international version dont work well u even though sell u unfortunately outside day window im stuck nonworking phone,1
mel,1.0 out of 5 stars,month problem,reviewed germany july,black,actually great phone nfc must activated setting ive phone month display keep freezing randomly amazon offered send repair cant anything cell phone manufactured european market came back day later stress started didnt drop anything like sometimes work sometimes hang reset absolutely use still hope annoying,samsung a14 5g,screen,neutral,screen actually great phone nfc must activated setting ive phone month display keep freezing randomly amazon offered send repair cant anything cell phone manufactured european market came back day later stress started didnt drop anything like sometimes work sometimes hang reset absolutely use still hope annoying,3
amazoncustomer,5.0 out of 5 stars,great phone,reviewed united state july,size gbstyle green,camera despite others might say love camera keep coming back oneplus swapped op pro op definitely worth take beautiful video photo movie mode really good raw color hdrxdr brings contrast everythingcharging super charger charge phone fastest market without heating much ton new heat sensor prevent overheating especially charging new vapor chamber disperse heat quicklyquality good build quality bit heavier side honestly make qualitysize would say size pretty standard larger opp big painoverall good even great phone especially price point would got first dropped gave higher end storage away price lower end one think pay extra storage like phonei definitely recommend phone im looking forward newer onepluses especially hassleblad collaboration,oneplus 12.csv,battery,positive,battery camera despite others might say love camera keep coming back oneplus swapped op pro op definitely worth take beautiful video photo movie mode really good raw color hdrxdr brings contrast everythingcharging super charger charge phone fastest market without heating much ton new heat sensor prevent overheating especially charging new vapor chamber disperse heat quicklyquality good build quality bit heavier side honestly make qualitysize would say size pretty standard larger opp big painoverall good even great phone especially price point would got first dropped gave higher end storage away price lower end one think pay extra storage like phonei definitely recommend phone im looking forward newer onepluses especially hassleblad collaboration,5
jeff,5.0 out of 5 stars,love,reviewed united state march,color titanium silverbluesize gbstyle ultrapattern name phone,thank much,samsung s24,other,positive,other thank much,5
luigi fabbri,1.0 out of 5 stars,package sent back inadequate,reviewed italy september,black,good evening still waiting refund package returned inadequate want answer soon possible,samsung a14 5g,software,positive,software good evening still waiting refund package returned inadequate want answer soon possible,5
hessen eisbr,5.0 out of 5 stars,mobile phone case,reviewed germany december,black,everything order,samsung a14 5g,other,neutral,other everything order,3
angelika wagner,2.0 out of 5 stars,good quality,reviewed germany june,black,replacement nd device exactly problem power button work want,samsung a14 5g,battery,positive,battery replacement nd device exactly problem power button work want,5
mario jos chang rosales,4.0 out of 5 stars,report,reviewed united state november,size gbstyle green,translate review english,oneplus 12.csv,other,neutral,other translate review english,3
dang nguyen,4.0 out of 5 stars,good quality,reviewed united state january,service provider unlockedcolor starlightsize gb,bought iphone gb starlight since renewed product quite nervous first ordered however delivered amazing exterior good condition frame nice scratch even back camera worked well setting phone checked everything satisfied find screen hadnt replaced original screen overall everything great reason gave star battery capacity higher would definitely deserve star renewed product already excellent,iphone 13,battery,positive,battery bought iphone gb starlight since renewed product quite nervous first ordered however delivered amazing exterior good condition frame nice scratch even back camera worked well setting phone checked everything satisfied find screen hadnt replaced original screen overall everything great reason gave star battery capacity higher would definitely deserve star renewed product already excellent,5
paul lockyer,5.0 out of 5 stars,unbelievable price two one plus smart phone love,reviewed united state august,size gbstyle green,replaced one two smart phone samsung galaxy plus price prime day fantastic phone offer call quality important big improvement using camera intuitive phone responsive overall easy transfer lot data apps galaxy plus one plus move phone number always android phone much flexible use organize unlocked version bloatware could detect recommend buying unlocked version one plus using prepaid service deprioritized youll save lot money give nothing quality,oneplus 12.csv,camera,positive,camera replaced one two smart phone samsung galaxy plus price prime day fantastic phone offer call quality important big improvement using camera intuitive phone responsive overall easy transfer lot data apps galaxy plus one plus move phone number always android phone much flexible use organize unlocked version bloatware could detect recommend buying unlocked version one plus using prepaid service deprioritized youll save lot money give nothing quality,5
mtandrews,4.0 out of 5 stars,software upgrade world beater,reviewed united state june,size gbstyle black,ton unique feature camera phone great numerous flagship phone lg samsung phone right software upgrade speed dial led flash notification big one cant flip front rear camera recording would put solidly front,oneplus 12.csv,camera,positive,camera ton unique feature camera phone great numerous flagship phone lg samsung phone right software upgrade speed dial led flash notification big one cant flip front rear camera recording would put solidly front,5
vaneska mier tern,5.0 out of 5 stars,perfect,reviewed united state april,color navysize gbstyle spattern name phone,perfect,samsung s24,other,positive,other perfect,5
sunshine,1.0 out of 5 stars,worst phone ever,reviewed united state july,color aurora purple global rom,worst phone ive ever used life dont know many time show screen pic long reboot phone show fastboot screen aboveplease buy,redmi note 13 pro,battery,negative,battery worst phone ive ever used life dont know many time show screen pic long reboot phone show fastboot screen aboveplease buy,1
amamra,5.0 out of 5 stars,great,reviewed italy november,black,great,samsung a14 5g,other,positive,other great,5
zaret calderon,5.0 out of 5 stars,pretty described,reviewed united state may,service provider attcolor white titaniumsize gb,beautiful light issue,iphone 15 pro,other,positive,other beautiful light issue,5
jesus saved,3.0 out of 5 stars,return,reviewed united state june,size gbstyle green,loved oneplus looked felt particular unit worrying behavior made lose confidence itfirst ran warm box even anythingsecond battery charge lost single digit every minute used regardless display brightness level mobile data mode hasnt happened new phonethird even though set battery stop charging regardless notifying stopped still kept charging battery way disregarded battery charging limit else would disregardfourth camera quality left lot desired term sharpness detail especially raw formati oneplus although camera older sensor arent good oneplus difficult light situation picture look sharper detailed mean actual definition appearance false detaili decided return amazon since unit clearly flawed factory saddened phone looked beautiful upscale felt niceperformancewise snapdragon gen chipset amazingly powerful almost dmark wild life extreme something never seen exceeded leaderboard score,oneplus 12.csv,battery,positive,battery loved oneplus looked felt particular unit worrying behavior made lose confidence itfirst ran warm box even anythingsecond battery charge lost single digit every minute used regardless display brightness level mobile data mode hasnt happened new phonethird even though set battery stop charging regardless notifying stopped still kept charging battery way disregarded battery charging limit else would disregardfourth camera quality left lot desired term sharpness detail especially raw formati oneplus although camera older sensor arent good oneplus difficult light situation picture look sharper detailed mean actual definition appearance false detaili decided return amazon since unit clearly flawed factory saddened phone looked beautiful upscale felt niceperformancewise snapdragon gen chipset amazingly powerful almost dmark wild life extreme something never seen exceeded leaderboard score,5
muhamad arifatul khair,4.0 out of 5 stars,perfect,reviewed united state april,service provider unlockedcolor bluesize gb,great condition perferct,iphone 13,other,positive,other great condition perferct,5
tanner craig,5.0 out of 5 stars,made switch iphone,reviewed united state october,size gbstyle green,ive used apple product since iphone wanted break away try something different good spec since im tech savy ive op month might go back applewatt fast charging u hz refresh rate camera way ringer slider ir blaster thing youd beg big apple pay top dollar phone cost less apple pro model phone thingsyes know people complain camera fall little short compared apple yes photo arent bad ive seen photo phone much worse wanna get camera master mode auto proxdr work fineoverall get pay op,oneplus 12.csv,battery,neutral,battery ive used apple product since iphone wanted break away try something different good spec since im tech savy ive op month might go back applewatt fast charging u hz refresh rate camera way ringer slider ir blaster thing youd beg big apple pay top dollar phone cost less apple pro model phone thingsyes know people complain camera fall little short compared apple yes photo arent bad ive seen photo phone much worse wanna get camera master mode auto proxdr work fineoverall get pay op,3
michelle,5.0 out of 5 stars,read review,reviewed united state april,service provider unlockedcolor white titaniumsize tb,honestly veryyyy skeptical star review especially talking screen defect butttt pleased phone arrived day early dent side scratch got set fine area screen work far im satisfied,iphone 15 pro,screen,positive,screen honestly veryyyy skeptical star review especially talking screen defect butttt pleased phone arrived day early dent side scratch got set fine area screen work far im satisfied,5
clint,4.0 out of 5 stars,pretty good,reviewed united state january,service provider unlockedcolor natural titaniumsize gb,thing dont like phone didnt replace battery battery health say feel kind cheated,iphone 15 pro,battery,positive,battery thing dont like phone didnt replace battery battery health say feel kind cheated,5
ute riehm,2.0 out of 5 stars,recharge,reviewed germany february,black,problem charging cable kept falling week cell phone charge result plug carefully moved anything would fall bought problem nd cell phone buy dont hold charging cable correctly send back right away cell phone actually quite good otherwise work without problem,samsung a14 5g,battery,positive,battery problem charging cable kept falling week cell phone charge result plug carefully moved anything would fall bought problem nd cell phone buy dont hold charging cable correctly send back right away cell phone actually quite good otherwise work without problem,5
joachim oergele,5.0 out of 5 stars,mobile phone case,reviewed germany may,black,mobile phone case fit samsung smartphone perfectly,samsung a14 5g,other,positive,other mobile phone case fit samsung smartphone perfectly,5
alvin toh,5.0 out of 5 stars,unknown,reviewed singapore october,size gbcolor milk,great phone use samsung fold,nothing 2a,other,positive,other great phone use samsung fold,5
frederic,2.0 out of 5 stars,device driving crazy,reviewed germany july,black,according specification device run smoothly hang constantly screen frozen minute keyboard often reacts much slowly used samsung device thats greeted chinese device good beginning read heavily well thought back samsung device stressful start completely reset installed improvement,samsung a14 5g,screen,neutral,screen according specification device run smoothly hang constantly screen frozen minute keyboard often reacts much slowly used samsung device thats greeted chinese device good beginning read heavily well thought back samsung device stressful start completely reset installed improvement,3
mitchell barney,5.0 out of 5 stars,work usa tmobile speed slower work amazing,reviewed united state september,color midnight black global rom,speed bit slower pixel amazing work amazing fraction price usabranded phone,redmi note 13 pro,performance,positive,performance speed bit slower pixel amazing work amazing fraction price usabranded phone,5
girum seifu,5.0 out of 5 stars,happy,reviewed united state april,service provider tmobilecolor blue titaniumsize gb,came scratch clean get came battery life wasnt expecting ill take renewed new,iphone 15 pro,battery,neutral,battery came scratch clean get came battery life wasnt expecting ill take renewed new,3
nicola mega,1.0 out of 5 stars,product working,reviewed italy august,black,cell phone problem camera,samsung a14 5g,camera,neutral,camera cell phone problem camera,3
jens,2.0 out of 5 stars,defective month,reviewed germany june,black,smartphone already cheaply made outside defect two month use screen simply remains black advise purchase device longer anything previously known quality predecessor mobile phone,samsung a14 5g,screen,neutral,screen smartphone already cheaply made outside defect two month use screen simply remains black advise purchase device longer anything previously known quality predecessor mobile phone,3
lucky,1.0 out of 5 stars,thinking better,reviewed italy october,black,equipped nfc internet data connection often slow work turned inefficient returned serious punctual seller issued return immediately,samsung a14 5g,performance,negative,performance equipped nfc internet data connection often slow work turned inefficient returned serious punctual seller issued return immediately,1
cliente amazon,1.0 out of 5 stars,samsung smartphone equipment,reviewed italy august,black,terrible product sold without power supply besides mentioned offer car sold without battery dynamo,samsung a14 5g,battery,negative,battery terrible product sold without power supply besides mentioned offer car sold without battery dynamo,1
dj,5.0 out of 5 stars,best upgrade ive gotten,reviewed united state april,color titanium graysize gbstyle ultrapattern name phone,far best phone ever owned went huge upgrade werent kidding said camera huge upgrade pricy far worth,samsung s24,camera,positive,camera far best phone ever owned went huge upgrade werent kidding said camera huge upgrade pricy far worth,5
christian mueller,2.0 out of 5 stars,spanish version,reviewed germany december,black,make sure galaxy ap sold nfc function probably built spanish market reason returned device return refund hasslefree thanks otherwise phone clunky photo quality line price low end still good inexpensive choice many,samsung a14 5g,camera,positive,camera make sure galaxy ap sold nfc function probably built spanish market reason returned device return refund hasslefree thanks otherwise phone clunky photo quality line price low end still good inexpensive choice many,5
luigi,4.0 out of 5 stars,everything ok,reviewed italy may,black,everything ok,samsung a14 5g,other,positive,other everything ok,5
gianfranco,1.0 out of 5 stars,bad problem,reviewed italy august,black,impeccable phone problem plug able charge cable box tip ctips c buy separately able charge,samsung a14 5g,battery,positive,battery impeccable phone problem plug able charge cable box tip ctips c buy separately able charge,5
lea,5.0 out of 5 stars,excellent condition,reviewed united state april,service provider unlockedcolor pinksize gb,phone almost perfect couple tiny speck screen flawless easy transfer service daughter happy im happy,iphone 13,screen,positive,screen phone almost perfect couple tiny speck screen flawless easy transfer service daughter happy im happy,5
carmen,5.0 out of 5 stars,report,reviewed united state december,color ocean teal,excellent equipment,redmi note 13 pro,software,positive,software excellent equipment,5
katarzyna,5.0 out of 5 stars,perfect picture,reviewed united state november,size gbstyle green,good phone buying read lot compared brand top price attractive compared new samsung iphone oneplus good processor battery camera also good photo really come great,oneplus 12.csv,battery,positive,battery good phone buying read lot compared brand top price attractive compared new samsung iphone oneplus good processor battery camera also good photo really come great,5
